nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran
Ice Lemon Tea,21500,Beverage,manis asam segar dingin teh lemon,Abtl Kalisari
Ice Coffee Float,20000,Beverage,creamy manis dingin kopi float,Abtl Kalisari
Tambahan Es Batu,3500,Beverage,dingin segar netral es,Abtl Kalisari
Teh Tawar Hangat,3500,Beverage,hangat ringan teh original,Abtl Kalisari
Teh Manis Hangat,13000,Beverage,manis hangat teh,Abtl Kalisari
Lemon Tea Hangat,16000,Beverage,manis asam hangat teh lemon,Abtl Kalisari
Jeruk Manis Hangat,21500,Beverage,manis segar hangat jeruk,Abtl Kalisari
Milo Hangat,21500,Beverage,manis creamy hangat coklat malt,Abtl Kalisari
Seblak Sosis,17500,Main Course,asin gurih pedas telur sayuran sosis baso kwetiau seblak,Seblak Mantul Bandung
Seblak Komplit,23000,Main Course,asin gurih pedas telur sayuran sosis kwetiau ceker baso tulang seblak,Seblak Mantul Bandung
Seblak Original,14000,Main Course,asin gurih pedas telur sayuran baso sosis kwetiau seblak,Seblak Mantul Bandung
Seblak Bakso,17500,Main Course,asin gurih pedas telur sayuran baso sosis kwetiau seblak,Seblak Mantul Bandung
Seblak Ceker,19000,Main Course,asin gurih pedas telur sayuran baso sosis ceker kwetiau seblak,Seblak Mantul Bandung
Seblak tulang,19000,Main Course,asin gurih pedas telur sayuran baso sosis tulang kwetiau seblak,Seblak Mantul Bandung
Seblak Otak-Otak,17500,Main Course,asin gurih pedas telur sayuran baso sosis otak-otak kwetiau seblak,Seblak Mantul Bandung
Sate Ayam Full Daging,45000,Main Course,asin gurih manis smoky ayam bakar bumbu kacang,Sate Ayam Kambing Kartika
Tongseng Ayam,30000,Main Course,asin gurih manis rempah hangat ayam kuah,Sate Ayam Kambing Kartika
Tongseng Kambing,36000,Main Course,asin gurih manis rempah kuat kambing kuah,Sate Ayam Kambing Kartika
Tengkleng Kambing,32500,Main Course,asin gurih rempah savory kambing kuah tulang,Sate Ayam Kambing Kartika
Sate Kambing,60000,Main Course,asin gurih smoky manis kambing bakar,Sate Ayam Kambing Kartika
Sate Ayam,33000,Main Course,asin gurih manis smoky ayam bakar,Sate Ayam Kambing Kartika
Sate Sapi,60000,Main Course,asin gurih smoky manis daging sapi bakar,Sate Ayam Kambing Kartika
Sate Thaican,33000,Main Course,asin pedas asam gurih ayam bakar sambal,Sate Ayam Kambing Kartika
Sate Thaican Full Daging,45000,Main Course,asin pedas asam smoky ayam full daging,Sate Ayam Kambing Kartika
Sate Thaican Kulit,33000,Main Course,asin gurih pedas smoky kulit ayam bakar,Sate Ayam Kambing Kartika
Tongseng Sapi,36000,Main Course,asin gurih manis rempah hangat sapi kuah,Sate Ayam Kambing Kartika
Sop Kambing,43000,Main Course,asin gurih hangat rempah ringan kambing kuah,Sate Ayam Kambing Kartika
Gulai Kambing,40000,Main Course,asin gurih creamy rempah kuat kambing santan,Sate Ayam Kambing Kartika
Matcha Sakura,26000,Beverage,creamy manis floral dingin matcha sakura,Esteh Indonesia
Chocolate Sakura,26000,Beverage,manis creamy floral dingin coklat sakura,Esteh Indonesia
Milktea Sakura,26000,Beverage,manis creamy floral dingin milk tea sakura,Esteh Indonesia
Esteh Zero Original ,13000,Beverage,segar ringan dingin teh original,Esteh Indonesia
Esteh Zero Melati ,13000,Beverage,segar floral dingin teh melati,Esteh Indonesia
Esteh Zero Greentea ,13000,Beverage,segar ringan dingin green tea,Esteh Indonesia
Matcha Strawberry ,26000,Beverage,creamy asam manis dingin matcha stroberi,Esteh Indonesia
Matcha Bunga Melati ,26000,Beverage,creamy floral manis dingin matcha melati,Esteh Indonesia
Esteh Matcha Latte ,26000,Beverage,creamy manis dingin matcha teh,Esteh Indonesia
Esteh Original ,10000,Beverage,manis segar dingin teh original,Esteh Indonesia
Esteh Melati ,10000,Beverage,manis floral segar dingin teh melati,Esteh Indonesia
Esteh Greentea ,14000,Beverage,manis segar dingin green tea,Esteh Indonesia
Esteh Melati Coconut ,17000,Beverage,manis segar creamy dingin teh melati kelapa,Esteh Indonesia
Esteh Lychee ,15500,Beverage,manis segar dingin teh leci,Esteh Indonesia
Esteh Lemontea ,15500,Beverage,manis asam segar dingin teh lemon,Esteh Indonesia
Passionfruit Greentea ,16500,Beverage,asam manis segar dingin passionfruit green tea,Esteh Indonesia
Passionfruit Lemonade ,16500,Beverage,asam manis soda segar dingin passionfruit,Esteh Indonesia
Esteh Mango Greentea ,19500,Beverage,manis segar dingin mangga green tea,Esteh Indonesia
Lemonteh Strawberry ,20500,Beverage,asam manis segar dingin lemon stroberi teh,Esteh Indonesia
Chizu Red Velvet ,24500,Beverage,manis creamy gurih dingin red velvet keju,Esteh Indonesia
Chizu Taro ,24500,Beverage,manis creamy gurih dingin taro keju,Esteh Indonesia
Chizu Matcha ,24500,Beverage,creamy manis gurih dingin matcha keju,Esteh Indonesia
Chizu Teavocado ,24500,Beverage,creamy manis gurih dingin teh alpukat keju,Esteh Indonesia
Chizu Chocolate ,25500,Beverage,manis creamy gurih dingin coklat keju,Esteh Indonesia
Hazelnut Chocolate ,23000,Beverage,manis creamy dingin coklat hazelnut,Esteh Indonesia
Pure Chocolate ,23000,Beverage,manis creamy pekat dingin coklat,Esteh Indonesia
Esteh Susu Melati ,17000,Beverage,manis creamy segar dingin teh susu melati,Esteh Indonesia
Esteh Susu Nusantara ,14000,Beverage,manis creamy segar dingin teh susu,Esteh Indonesia
Thai Tea ,15500,Beverage,manis creamy segar dingin thai tea,Esteh Indonesia
Cincau Esteh Susu ,17000,Beverage,manis creamy segar dingin teh susu cincau,Esteh Indonesia
Esteh Susu Strawberry ,20500,Beverage,manis creamy segar dingin teh susu stroberi,Esteh Indonesia
Hazelnut Milk Tea ,23000,Beverage,manis creamy dingin milk tea hazelnut,Esteh Indonesia
Esteh Susu Matcha ,20500,Beverage,creamy manis dingin teh susu matcha,Esteh Indonesia
Brown Sugar ,27000,Beverage,manis creamy dingin brown sugar susu,Esteh Indonesia
Sea Salt Cookies & Cream ,27000,Beverage,manis gurih creamy dingin cookies cream,Esteh Indonesia
Kopi Susu Iced,22000,Beverage,manis pahit susu dingin kopi ,Kopi Kultur
Serbu Taro,15000,Beverage,manis creamy taro keju dingin ,Kopi Kultur
Serbu Coklat,15000,Beverage,manis creamy coklat keju dingin,Kopi Kultur
Serbu Thai Tea,15000,Beverage,manis creamy thaitea keju dingin,Kopi Kultur
Serbu Matcha,15000,Beverage,manis creamy pahit matcha keju dingin,Kopi Kultur
Konyakun,19000,Beverage,manis kenyal segar mangga nanas jeli dingin,Kopi Kultur
Konyaput,19000,Beverage,manis kenyal segar leci sirsak jeli dingin,Kopi Kultur
Pink Float,19000,Beverage,manis anggur segar jambu eskrim vanilla dingin,Kopi Kultur
Ungu Float,19000,Beverage,asam manis segar anggur nanas eskrim vanilla dingin,Kopi Kultur
Red Choco Cream,22500,Beverage,manis coklat redvelvet keju dingin ,Kopi Kultur
Van Choco Cream,25000,Beverage,manis pahit creamy coklat vanila keju dingin ,Kopi Kultur
Kopi Hitam Hot,21000,Beverage,manis pahit gula aren hangat kopi ,Kopi Kultur
Cappucino Hot,25000,Beverage,manis pahit susu hangat kopi cappucino ,Kopi Kultur
Carato Hot,26500,Beverage,manis pahit caramel susu hangat kopi carato,Kopi Kultur
Kopi Susu Hot,25000,Beverage,manis pahit susu hangat kopi ,Kopi Kultur
Kopi Klasik Hot,19000,Beverage,manis pahit susu kental manis hangat kopi ,Kopi Kultur
Moccacino Hot,25000,Beverage,manis pahit coklat susu hangat kopi,Kopi Kultur
Vanilla Latte Hot,25000,Beverage,manis pahit vanila susu hangat kopi,Kopi Kultur
Cappucino Iced,22500,Beverage,manis pahit susu dingin kopi cappucino ,Kopi Kultur
Carato Iced,26500,Beverage,manis pahit caramel susu dingin kopi carato,Kopi Kultur
Kopi Hitam Iced,21000,Beverage,manis pahit gula aren dingin kopi ,Kopi Kultur
Kopi Klasik Iced,19000,Beverage,manis pahit susu kental manis dingin kopi ,Kopi Kultur
Moccacino Iced,22500,Beverage,manis pahit coklat susu dingin kopi,Kopi Kultur
Vanilla Latte Iced,29000,Beverage,manis pahit vanila susu dingin kopi,Kopi Kultur
Chocolate Hot,24500,Beverage,manis coklat susu hangat,Kopi Kultur
Matcha Hot,24500,Beverage,manis pahit matcha susu hangat,Kopi Kultur
Red Velvet Hot,24500,Beverage,manis redvelvet susu hangat,Kopi Kultur
Taro Hot,24500,Beverage,manis taro susu hangat,Kopi Kultur
Chocolate Iced,21000,Beverage,manis coklat susu dingin ,Kopi Kultur
Matcha Iced,21000,Beverage,manis pahit matcha susu dingin ,Kopi Kultur
Red Velvet Iced,21000,Beverage,manis redvelvet susu dingin ,Kopi Kultur
Taro Iced,21000,Beverage,manis taro susu dingin ,Kopi Kultur
Blue Lagoon (Iced),24500,Beverage,asam manis segar jeruk ceri mint dingin ,Kopi Kultur
Sangria Kiss (Iced),24500,Beverage,asam manis segar pahit jeruk dingin ,Kopi Kultur
Sunset Dream (Iced),24500,Beverage,asam manis segar nanas beri dingin,Kopi Kultur
Leci Teh (Es),24500,Beverage,manis leci dingin teh,Kopi Kultur
Sparkling Yuzu,29000,Beverage,asam mint jeruk segar soda lemon,Kopi Kultur
Black Yuzu,29000,Beverage,pahit segar jeruk soda lemon,Kopi Kultur
Ketoprak Super Original,24000,Main Course,asin gurih manis sayuran tahu kerupuk nasi ketoprak,Toprak Super
Ketoprak Super + Telur Dadar,29900,Main Course,asin gurih manis sayuran tahu telur dadar kerupuk nasi ketoprak,Toprak Super
Ketoprak Super + Telur Rebus,29900,Main Course,asin gurih manis sayuran tahu telur rebus kerupuk nasi ketoprak,Toprak Super
Ketoprak Super + Telor Ceplok,29900,Main Course,asin gurih manis sayuran tahu telur ceplok kerupuk nasi ketoprak,Toprak Super
Ketoprak Biasa,20000,Main Course,asin gurih manis sayuran tahu kerupuk nasi ketoprak,Toprak Bontot
Ketoprak Telor Dadar,25000,Main Course,asin gurih manis sayuran tahu telur dadar kerupuk nasi ketoprak,Toprak Bontot
Ketoprak Telor Ceplok,25000,Main Course,asin gurih manis sayuran tahu telur ceplok kerupuk nasi ketoprak,Toprak Bontot
Ketoprak Sosis Goreng,25000,Main Course,asin gurih manis sayuran tahu sosis kerupuk nasi ketoprak,Toprak Bontot
Ketoprak Baso Goreng,25000,Main Course,asin gurih manis sayuran tahu baso kerupuk nasi ketoprak,Toprak Bontot
CORNDOG SWEET MOZARELLA COKLAT,14000,Dessert,manis gurih keju mozarella coklat corndog,Corndog Aluma
CORNDOG SOSIS MOZARELLA,13000,Appetizer,asin gurih sosis mozarella corndog,Corndog Aluma
CORNDOG MOZARELLA ( Original ),14000,Appetizer,asin gurih keju mozarella corndog,Corndog Aluma
CORNDOG SWEET MOZARELLA TIRAMISU,14000,Dessert,manis gurih keju mozarella tiramisu corndog,Corndog Aluma
CORNDOG SOSIS,12000,Appetizer,asin gurih sosis corndog,Corndog Aluma
CORNDOG SWEET MOZARELLA STRAWBERRY,14000,Dessert,manis gurih keju mozarella stroberi corndog,Corndog Aluma
CORNDOG SWEET MOZARELLA TARO,14000,Dessert,manis gurih keju mozarella taro corndog,Corndog Aluma
CORNDOG SWEET MOZARELLA GREENTEA,14000,Dessert,manis gurih keju mozarella greentea corndog,Corndog Aluma
CORNDOG SOSIS MOZARELLA KENTANG,16000,Appetizer,asin gurih keju mozarella kentang corndog,Corndog Aluma
CORNDOG MOZARELLA JUMBO,19000,Appetizer,asin gurih keju mozarella corndog,Corndog Aluma
CORNDOG SOSIS KENTANG,15000,Appetizer,asin gurih sosis kentang corndog,Corndog Aluma
Otak2 Crispy + Kremes Jagung,9000,Appetizer,asin gurih manis pedas crispy otak-otak makaroni,Makaroni Gaul
Mie Kremes,7999,Appetizer,asin gurih manis pedas crispy mie,Makaroni Gaul
Otak2 Crispy  + Makaroni Kering,9000,Appetizer,asin gurih manis pedas crispy otak-otak makaroni,Makaroni Gaul
Makaroni Basah,7999,Appetizer,asin gurih manis pedas makaroni basah,Makaroni Gaul
Makaroni Kering,7999,Appetizer,asin gurih manis pedas crispy makaroni,Makaroni Gaul
Mie Lidi,7999,Appetizer,asin gurih manis pedas crispy mie,Makaroni Gaul
Kremes Jagung,7999,Appetizer,asin gurih manis pedas crispy jagung,Makaroni Gaul
Otak2 Crispy,9000,Appetizer,asin gurih manis pedas crispy otak-otak,Makaroni Gaul
Otak2  + Mie Kremes,9000,Appetizer,asin gurih manis pedas crispy otak-otak mie,Makaroni Gaul
Otak2  + Makaroni Basah,9000,Appetizer,asin gurih manis pedas otak-otak makaroni basah,Makaroni Gaul
Kulit Kebab Crispy,7999,Appetizer,asin gurih manis pedas crispy kulit kebab,Makaroni Gaul
Makaroni Basah + Otak2 Crispy,9000,Appetizer,asin gurih manis pedas crispy makaroni otak-otak,Makaroni Gaul
ORIGINAL SAPI JUMBO,54000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
ORIGINAL AYAM SEDANG,33000,Main Course,asin gurih rempah ayam sayuran shawarma,Suka Shawarma
ORIGINAL AYAM BESAR,39000,Main Course,asin gurih rempah ayam sayuran shawarma,Suka Shawarma
ORIGINAL AYAM JUMBO,45000,Main Course,asin gurih rempah ayam sayuran shawarma,Suka Shawarma
ORIGINAL SAPI SEDANG,37000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
ORIGINAL SAPI BESAR,42000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
ORIGINAL MIX AYAM SAPI BESAR,48000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
ORIGINAL MIX AYAM SAPI JUMBO,60000,Main Course,asin gurih rempah ayam daging sayuran shawarma,Suka Shawarma
SUKA CHICKEN,39000,Main Course,asin gurih rempah ayam daging sayuran shawarma,Suka Shawarma
SUKA BEEF,42000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
Suka Shawarma Samyang,40000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
Suka Freid Chicken,40000,Main Course,asin gurih rempah daging sayuran shawarma,Suka Shawarma
Soto Ayam,16000,Main Course,asin gurih ayam mie sayuran telur,Sotoayam Cakmar
Soto Ceker,17000,Main Course,asin gurih ceker mie sayuran telur,Sotoayam Cakmar
Soto Ayam + Ceker,18000,Main Course,asin gurih ceker ayam mie sayuran telur,Sotoayam Cakmar
Vanilla Latte,27000,Beverage,creamy pahit manis dingin kopi vanilla susu,Kopidarihati
Kopi Susu Aren,23000,Beverage,manis pahit creamy dingin kopi gula aren susu,Kopidarihati
Hazelnut Latte,27000,Beverage,creamy pahit manis dingin kopi hazelnut susu,Kopidarihati
Mochachino,28000,Beverage,manis creamy pahit dingin kopi susu coklat,Kopidarihati
Matcha Butter Salt Cream,33000,Beverage,creamy manis gurih dingin matcha,Kopidarihati
MONT BLANC,30000,Beverage,creamy pahit asam dingin kopi jeruk,Kopidarihati
Dirty Matcha Coffee,33000,Beverage,pahit creamy dingin matcha kopi,Kopidarihati
Americano,20000,Beverage,pahit dingin kopi hitam,Kopidarihati
Berry Coffee,27000,Beverage,asam pahit manis segar dingin kopi stroberi susu,Kopidarihati
Coffee Avocado,30000,Beverage,creamy pahit manis dingin kopi alpukat,Kopidarihati
Caramel Latte,27000,Beverage,creamy pahit manis dingin kopi karamel susu ,Kopidarihati
Cappucino,25000,Beverage,creamy pahit dingin kopi susu,Kopidarihati
Cafe Latte,25000,Beverage,creamy pahit dingin kopi susu,Kopidarihati
Ice Marie Regal Latte,30000,Beverage,creamy pahit manis dingin latte biskuit regal,Kopidarihati
Ice Oreo Latte,30000,Beverage,creamy pahit manis dingin latte oreo,Kopidarihati
Double Iced Shaken Latte,30000,Beverage,creamy pahit manis dingin kopi,Kopidarihati
Pandan Latte,27000,Beverage,creamy pahit manis dingin pandan kopi,Kopidarihati
Butterscotch Sea Salt Latte,30000,Beverage,manis pahit gurih creamy dingin butterscotch,Kopidarihati
Creamy Latte Aren  ,28000,Beverage,creamy pahit manis dingin latte gula aren,Kopidarihati
Almond Latte,27000,Beverage,creamy pahit manis dingin kopi almond,Kopidarihati
Chocolate,28000,Beverage,manis creamy susu dingin coklat,Kopidarihati
Red Velvet,28000,Beverage,manis creamy dingin susu red velvet,Kopidarihati
Matcha Latte,30000,Beverage,creamy manis pahit dingin matcha susu,Kopidarihati
Taro,28000,Beverage,manis creamy dingin susu taro,Kopidarihati
Oreo Cookies N Cream Shake,30000,Beverage,manis creamy dingin oreo susu,Kopidarihati
Marie Regal Shake,30000,Beverage,manis creamy dingin regal susu,Kopidarihati
Thai Tea,25000,Beverage,manis creamy segar dingin thai tea,Kopidarihati
Lemon Yakult,32000,Beverage,asam manis segar dingin lemon yakult,Kopidarihati
Kiwi Yakult,32000,Beverage,asam manis segar dingin kiwi yakult,Kopidarihati
Lemon Tea,27000,Beverage,manis asam segar dingin teh lemon,Kopidarihati
Lychee Tea,27000,Beverage,manis segar dingin teh leci,Kopidarihati
Hazelnut Choco,32000,Beverage,manis creamy dingin coklat hazelnut,Kopidarihati
Caramel Choco,32000,Beverage,manis creamy dingin coklat karamel,Kopidarihati
Strawberry Yakult,32000,Beverage,asam manis segar dingin stroberi yakult,Kopidarihati
Mango Yakult,32000,Beverage,asam manis segar dingin mangga yakult,Kopidarihati
Avocado Milk,32000,Beverage,creamy manis dingin susu alpukat,Kopidarihati
Cloud Matcha Berry,33000,Beverage,creamy asam manis dingin susu matcha berry,Kopidarihati
Teh Tarik,26000,Beverage,manis creamy dingin teh susu,Kopidarihati
Egg Hati Toast,25000,Main Course,asin gurih daging telur roti panggang,Kopidarihati
Eggsis Toast,25000,Main Course,asin gurih sosis telur roti panggang,Kopidarihati
Chicken Korean BBQ,30000,Main Course,asin gurih crispy ayam telur roti panggang,Kopidarihati
Hot Tuna Mentai,28000,Main Course,asin gurih tuna telur roti panggang,Kopidarihati
Beef Steak Toast,30000,Main Course,asin gurih daging telur roti panggang,Kopidarihati
Cheese Double Toast,28000,Main Course,asin gurih daging telur keju roti panggang,Kopidarihati
Smokey Corned Beef And Mushroom,28000,Main Course,asin gurih daging telur jamur roti panggang,Kopidarihati
Crispy Fish Toast,28000,Main Course,asin gurih ikan telur roti panggang,Kopidarihati
Pinky Crush,27000,Beverage,manis asam segar dingin stroberi lemon soda,Kopidarihati
Mango Squash,27000,Beverage,manis asam segar dingin mangga soda,Kopidarihati
Kiwi Squash,27000,Beverage,manis asam segar dingin kiwi lemon soda,Kopidarihati
Lychee Squash,27000,Beverage,manis asam segar dingin leci soda,Kopidarihati
Roti Bakar Cokelat,19000,Dessert,manis coklat roti bakar,Kopidarihati
Roti Bakar Keju,19000,Dessert,manis gurih keju roti bakar,Kopidarihati
Roti Bakar Kacang,19000,Dessert,manis kacang roti bakar,Kopidarihati
Roti Bakar Strawberry,19000,Dessert,manis stroberi roti bakar,Kopidarihati
Roti Bakar Choco Keju,21000,Dessert,manis gurih coklat keju roti bakar,Kopidarihati
Roti Bakar Strawberry Coklat,21000,Dessert,manis stroberi coklat roti bakar,Kopidarihati
Roti Bakar Kacang Coklat,21000,Dessert,manis kaacng coklat roti bakar,Kopidarihati
Roti Bakar Kacang Keju,21000,Dessert,manis gurih kacang keju roti bakar,Kopidarihati
Roti Bakar Strawberry Keju,21000,Dessert,manis gurih stroberi keju roti bakar,Kopidarihati
Pisang Bakar Cokelat,18000,Dessert,manis coklat pisang bakar,Kopidarihati
Pisang Bakar Keju,18000,Dessert,manis gurih keju pisang bakar,Kopidarihati
Pisang Bakar Choco Keju,20000,Dessert,manis coklat pisang bakar,Kopidarihati
Pisang Goreng Cokelat,18000,Dessert,manis crispy coklat pisang goreng,Kopidarihati
Pisang Goreng Keju,18000,Dessert,manis gurih crispy keju pisang goreng,Kopidarihati
Pisang Goreng Cokelat - Keju,20000,Dessert,manis gurih crispy coklat keju pisang goreng,Kopidarihati
Nasi Goreng Spesial,30000,Main Course,asin gurih ayam keju nasi ,Kopidarihati
Crispy Chicken,30000,Main Course,asin gurih ayam keju nasi ,Kopidarihati
Ricebowl Beef,35000,Main Course,asin gurih ayam keju nasi ,Kopidarihati
Mie Goreng Spesial,30000,Main Course,asin gurih manis telur daging sayuran mie,Kopidarihati
Chicken Katsu,30000,Main Course,asin gurih crispy ayam nasi ,Kopidarihati
Mie Ayam Spesial,30000,Main Course,asin gurih ayam ceker baso sayuran mie,Kopidarihati
Nasi Goreng Cabai Hijau,30000,Main Course,asin gurih pedas ayam telur nasi goreng,Kopidarihati
Chicken Pop,30000,Main Course,asin gurih ayam keju nasi ,Kopidarihati
French Fries + Otak - Otak,27000,Appetizer,asin gurih crispy kentang otak-otak goreng,Kopidarihati
French Fries,25000,Appetizer,asin gurih crispy kentang goreng,Kopidarihati
Otak - Otak,18000,Appetizer,asin gurih crispy otak-otak goreng,Kopidarihati
Dounat Choco,16000,Dessert,manis coklat donut,Kopidarihati
Dounat Nut,16000,Dessert,manis selai kacang donut,Kopidarihati
Dounat Cheese,16000,Dessert,manis gurih keju donut,Kopidarihati
Dounat Strawberry,16000,Dessert,manis stroberi donut,Kopidarihati
Tempe Mendoan,20000,Appetizer,asin gurih tempe mendoan goreng,Kopidarihati
Siomay Keriting,30000,Appetizer,asin gurih manis somay ,Kopidarihati
Spring Roll,27000,Appetizer,asin gurih crispy,Kopidarihati
Lumpia Kulit Tahu,27000,Appetizer,asin gurih crispy kulit lumpia tahu goreng,Kopidarihati
Siomay,27000,Appetizer,asin gurih somay,Kopidarihati
Chikaw,27000,Appetizer,asin gurih crispy chikaw goreng,Kopidarihati
Coconut Matcha Cloud,33000,Beverage,manis pahit matcha kelapa dingin,Kopidarihati
Es Kopi Nako,27500,Beverage,manis creamy pahit dingin kopi gula aren,Nako Kalisari
Es Kopi Nako Jelly,31900,Beverage,manis pahit creamy dingin kopi jelly,Nako Kalisari
Es Kopi Nako Se-trong,34100,Beverage,pahit manis dingin kopi strong,Nako Kalisari
Es Kopi Sayang,34100,Beverage,manis creamy pahit dingin kopi madu,Nako Kalisari
Es Kopi Nako Duren,36300,Beverage,manis creamy pahit dingin kopi duren,Nako Kalisari
Americano,27500,Beverage,pahit segar dingin kopi hitam,Nako Kalisari
Cappuccino,29700,Beverage,creamy pahit manis dingin kopi susu,Nako Kalisari
Latte,31900,Beverage,creamy manis milky manis dingin kopi,Nako Kalisari
Cappuccino Ala Nako,35200,Beverage,creamy pahit manis dingin kopi vanilla eskrim,Nako Kalisari
Kopi Wah,31900,Beverage,manis pahit creamy dingin kopi susu,Nako Kalisari
Kopi Tonic,31900,Beverage,pahit segar soda kopi tonic,Nako Kalisari
Kopi Buah,31900,Beverage,pahit segar asam dingin kopi buah,Nako Kalisari
Kopi Susu Daur Baur,38500,Beverage,creamy manis pahit dingin blend kopi susu,Nako Kalisari
Avocado Coffee,34100,Beverage,creamy manis dingin kopi alpukat,Nako Kalisari
Love Potion,34100,Beverage,manis creamy dingin stroberi susu ,Nako Kalisari
Mango Lassie,34100,Beverage,manis segar creamy dingin mangga yogurt,Nako Kalisari
Mango Coco,34100,Beverage,manis segar dingin mangga kelapa,Nako Kalisari
Matcha Ala Nako,38500,Beverage,creamy manis pahit dingin matcha susu eskrim,Nako Kalisari
Coklat,31900,Beverage,manis creamy dingin coklat,Nako Kalisari
Coklat Hazelnut,31900,Beverage,manis creamy dingin coklat hazelnut,Nako Kalisari
Coklat Wah,31900,Beverage,manis dingin coklat ,Nako Kalisari
Taro Latte,31900,Beverage,manis segar dingin susu taro ,Nako Kalisari
Rosberi,31900,Beverage,manis masam dingin rosberi,Nako Kalisari
Mango Squash,31900,Beverage,manis segar soda mangga dingin ,Nako Kalisari
Teh Mangga,27500,Beverage,manis segar mangga dingin teh,Nako Kalisari
Teh Buah,27500,Beverage,manis segar buah dingin teh,Nako Kalisari
Teh Ella,27500,Beverage,manis masam teh rosela,Nako Kalisari
Coklat Coco,34100,Beverage,manis dingin kelapa wafer,Nako Kalisari
Rosela Coco,29700,Beverage,manis asam dingin leci peach kelapa,Nako Kalisari
Matcha Latte,36300,Beverage,manis pahit dingin susu matcha,Nako Kalisari
Es Kunci Nako,19800,Beverage,asam manis segar jeruk dingin,Nako Kalisari
Lemon Kocok Nako,19800,Beverage,asam manis segar dingin lemon madu,Nako Kalisari
Nasi Mangkok Cabe Garam,34100,Main Course,asin gurih pedas sayuran telur nasi,Nako Kalisari
Nasi Mangkok Lada Hitam,34100,Main Course,asin gurih pedas sayuran telur nasi,Nako Kalisari
Nasi Mangkok Mentega,34100,Main Course,asin gurih telur sayuran nasi,Nako Kalisari
Nasi Merem Melek Kekinian,38500,Main Course,asin gurih pedas telur nasi,Nako Kalisari
Nasi Merem Melek Ayam,45100,Main Course,asin gurih pedas ayam nasi,Nako Kalisari
Nasi Merem Melek Dori,47300,Main Course,asin gurih pedas ikan nasi,Nako Kalisari
Nasi Merem Melek Daging,49500,Main Course,asin gurih pedas daging nasi,Nako Kalisari
Baso Urat Cuanki,40700,Main Course,asin gurih pedas baso,Nako Kalisari
Mie Ayam Nako,42900,Main Course,asin gurih ayam mie,Nako Kalisari
Mie Ayam Chili Oil,45100,Main Course,asin gurih pedas ayam mie,Nako Kalisari
Kwetiaw Goreng,42900,Main Course,asin gurih kwetiau goreng,Nako Kalisari
Mie Goreng,40700,Main Course,asin gurih mie goreng,Nako Kalisari
Nasi Goreng Ayam,47300,Main Course,asin gurih ayam nasi goreng,Nako Kalisari
Singkong,18700,Appetizer,asin gurih singkong,Nako Kalisari
Tempe Mendoan crispy,27500,Appetizer,asin gurih manis pedas crispy tempe goreng,Nako Kalisari
Tahu Walik,35200,Appetizer,asin gurih pedas crispy tahu goreng,Nako Kalisari
Cireng,29700,Appetizer,asin gurih crispy cireng,Nako Kalisari
Kentang Goreng,27500,Appetizer,asin gurih kentang goreng,Nako Kalisari
Kentang Keju,33000,Appetizer,asin gurih keju kentang goreng,Nako Kalisari
Pempek,44000,Appetizer,asin gurih pempe,Nako Kalisari
Taichan,44000,Main Course,asin gurih ayam sate taichan,Nako Kalisari
Bolabi,40700,Appetizer,manis crispy gurih ubi goreng,Nako Kalisari
Pisang Goreng,22000,Dessert,manis crispy pisang goreng,Nako Kalisari
Pisang Bakar,27500,Dessert,manis pisang bakar,Nako Kalisari
Donat Siram,33000,Dessert,manis crispy donut,Nako Kalisari
Pisang Nako,33000,Dessert,manis crispy pisang goreng,Nako Kalisari
Roti Bakar,33000,Dessert,manis roti bakar,Nako Kalisari
Tahu Cabe Garam,27500,Appetizer,asin gurih pedas crispy tahu,Nako Kalisari
Mie Ayam Kangkung,28000,Main Course,asin gurih ayam telur sayuran mie,Bakmi Dayeng
Mie Ayam,24000,Main Course,asin gurih pangsit mie,Bakmi Dayeng
Mie Ayam Bakso,29000,Main Course,asin gurih pangsit baso mie,Bakmi Dayeng
Mie Yamin,24000,Main Course,asin manis pangsit mie ,Bakmi Dayeng
Mie Yamin Bakso,29000,Main Course,asin manis pangsit baso mie ,Bakmi Dayeng
Lumpia Semarang,14000,Appetizer,asin gurih crispy ayam lumpia,Bakmi Dayeng
Mie Ayam Kari,28000,Main Course,asin gurih pedas kental ayam telur mie ,Bakmi Dayeng
Mie Ayam Lada Hitam,24000,Main Course,asin gurih pedas ayam pangsit mie,Bakmi Dayeng
Mie Ayam Lada Hitam Bakso,29000,Main Course,asin gurih pedas ayam pangsit baso mie,Bakmi Dayeng
Mie Goreng Ayam,32000,Main Course,asin gurih manis ayam baso sayuran mie goreng,Bakmi Dayeng
Kwetiau Goreng,32000,Main Course,asin manis gurih ayam kwetiau,Bakmi Dayeng
Shoyu chicken Noodles,28000,Main Course,asin gurih ayam telur mie,Bakmi Dayeng
